tick,angle,x,y,vx,vy,horizontal_bps,vertical_bps
158,0.0,395.7197391929543,-231.23374494336605,3.0248224278128637,-1.3228248623351369,60.49644855625728,-26.45649724670274
159,-90.0,398.714313425336,-232.60851333521126,2.9945742323816895,-1.374768391845195,59.89148464763379,-27.4953678369039
160,-90.0,401.67894194395234,-234.03418638696706,2.964628518616358,-1.425673051755796,59.29257037232716,-28.51346103511592
161,-90.0,404.61392420565545,-235.50974600640617,2.9349822617030954,-1.4755596194391145,58.699645234061904,-29.51119238878229
162,0.0,407.6528110361074,-236.82882961642446,3.0388868304519105,-1.3190836100182812,60.777736609038215,-26.381672200365625
163,-90.0,410.66130902723586,-238.19993158092777,3.0084979911284746,-1.3711019645033178,60.169959822569496,-27.422039290066355
164,-90.0,413.6397220671443,-239.62201153381858,2.9784130399084625,-1.422079952890825,59.56826079816925,-28.4415990578165
165,-90.0,416.58835100505803,-241.0940499163015,2.948628937913738,-1.47203838248291,58.972578758274764,-29.4407676496582
166,0.0,419.6404343028728,-242.41002779526394,3.0520832978147716,-1.315977878962463,61.04166595629543,-26.31955757924926
167,-90.0,422.66199679681637,-243.77808614327333,3.0215624939435584,-1.3680583480093789,60.43124987887117,-27.361166960187578
168,-90.0,425.65334369463636,-245.19718335194204,2.991346897819988,-1.4190972086687124,59.82693795639976,-28.381944173374247
169,-90.0,428.61477715200584,-246.6662986450304,2.9614334573694956,-1.4691152930883482,59.22866914738991,-29.382305861766966
170,-90.0,431.54659630304405,-248.184431661804,2.9318191510382308,-1.5181330167736107,58.63638302076461,-30.362660335472214
171,0.0,434.5861449436466,-249.54106500900215,3.0395486406025736,-1.3566333471981278,60.79097281205147,-27.132666943962555
172,-90.0,437.5952981268306,-250.94896571665794,3.0091531831839426,-1.407900707655772,60.18306366367885,-28.158014153115438
173,-90.0,440.5743598068802,-252.40710843854004,2.9790616800496243,-1.4581427218821104,59.58123360099249,-29.162854437642206
174,-90.0,443.52363089853986,-253.91448833532226,2.949271091659674,-1.5073798967822123,58.985421833193485,-30.147597935644246
175,0.0,446.5794988575236,-255.26163743050338,3.055867958983774,-1.347149095181125,61.117359179675475,-26.9429819036225
176,-90.0,449.6048081660606,-256.6602435710016,3.025309308536964,-1.3986061404982113,60.506186170739284,-27.972122809964226
177,-90.0,452.5998644103638,-258.10927761689203,2.9950562443031923,-1.4490340458904212,59.90112488606385,-28.980680917808424
178,-90.0,455.56497012078705,-259.60773101102865,2.9651057104232423,-1.4984533941366227,59.30211420846484,-29.969067882732453
179,0.0,458.6357190011044,-260.94700693072315,3.0707488803173337,-1.3392759196944812,61.414977606346675,-26.785518393889625
180,-90.0,461.67576042190353,-262.33789735909426,3.040041420799104,-1.3908904283711316,60.80082841598208,-27.81780856742263
